url,route_family,city,theme,action,redirect_target,expected_target_status,sitemap_section,recommended_final_action
/fall-in-singapore,themed-list,singapore,fall,redirect,/best-time-to-visit-singapore,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-singapore,themed-list,singapore,winter,redirect,/best-time-to-visit-singapore,200,(removed from sitemap: 308),redirect (shipped)
/singapore-with-kids,themed-list,singapore,with-kids,redirect,/family-hotels-in-singapore,200,(removed from sitemap: 308),redirect (shipped)
/singapore-with-teens,themed-list,singapore,with-teens,redirect,/family-hotels-in-singapore,200,(removed from sitemap: 308),redirect (shipped)
/singapore-airport-guide,themed-list,singapore,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/singapore-budget-per-day,themed-list,singapore,budget-per-day,redirect,/cheap-hotels-in-singapore,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-singapore,themed-list,singapore,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-singapore,themed-list,singapore,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-singapore,weekend,singapore,,redirect,/destinations/singapore,200,(removed from sitemap: 308),redirect (shipped)
/singapore-2-day-itinerary,itinerary,singapore,,redirect,/destinations/singapore,200,(removed from sitemap: 308),redirect (shipped)
/singapore-3-day-itinerary,itinerary,singapore,,redirect,/destinations/singapore,200,(removed from sitemap: 308),redirect (shipped)
/singapore-4-day-itinerary,itinerary,singapore,,redirect,/destinations/singapore,200,(removed from sitemap: 308),redirect (shipped)
/singapore-5-day-itinerary,itinerary,singapore,,redirect,/destinations/singapore,200,(removed from sitemap: 308),redirect (shipped)
/singapore-7-day-itinerary,itinerary,singapore,,redirect,/destinations/singapore,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-singapore,themed-list,singapore,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-singapore-worth-visiting,themed-list,singapore,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-singapore,themed-list,singapore,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-singapore,themed-list,singapore,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-singapore,themed-list,singapore,luxury,redirect,/luxury-hotels-in-singapore,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-singapore,themed-list,singapore,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/singapore-for-solo-female-travelers,themed-list,singapore,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/singapore-bucket-list,themed-list,singapore,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-singapore,themed-list,singapore,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-singapore,themed-list,singapore,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-bali,things-to-do,bali,,redirect,/top-attractions-in-bali,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-bali,themed-list,bali,family,redirect,/family-hotels-in-bali,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-bali,themed-list,bali,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-bali,themed-list,bali,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-bali,themed-list,bali,honeymoon,redirect,/luxury-hotels-in-bali,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-bali,themed-list,bali,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-bali,themed-list,bali,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-bali,themed-list,bali,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-bali,themed-list,bali,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-bali,themed-list,bali,spring,redirect,/best-time-to-visit-bali,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-bali,themed-list,bali,summer,redirect,/best-time-to-visit-bali,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-bali,themed-list,bali,fall,redirect,/best-time-to-visit-bali,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-bali,themed-list,bali,winter,redirect,/best-time-to-visit-bali,200,(removed from sitemap: 308),redirect (shipped)
/bali-with-kids,themed-list,bali,with-kids,redirect,/family-hotels-in-bali,200,(removed from sitemap: 308),redirect (shipped)
/bali-with-teens,themed-list,bali,with-teens,redirect,/family-hotels-in-bali,200,(removed from sitemap: 308),redirect (shipped)
/bali-airport-guide,themed-list,bali,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bali-budget-per-day,themed-list,bali,budget-per-day,redirect,/cheap-hotels-in-bali,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-bali,themed-list,bali,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-bali,themed-list,bali,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-bali,weekend,bali,,redirect,/destinations/bali,200,(removed from sitemap: 308),redirect (shipped)
/bali-2-day-itinerary,itinerary,bali,,redirect,/destinations/bali,200,(removed from sitemap: 308),redirect (shipped)
/bali-3-day-itinerary,itinerary,bali,,redirect,/destinations/bali,200,(removed from sitemap: 308),redirect (shipped)
/bali-4-day-itinerary,itinerary,bali,,redirect,/destinations/bali,200,(removed from sitemap: 308),redirect (shipped)
/bali-5-day-itinerary,itinerary,bali,,redirect,/destinations/bali,200,(removed from sitemap: 308),redirect (shipped)
/bali-7-day-itinerary,itinerary,bali,,redirect,/destinations/bali,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-bali,themed-list,bali,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-bali-worth-visiting,themed-list,bali,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-bali,themed-list,bali,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-bali,themed-list,bali,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-bali,themed-list,bali,luxury,redirect,/luxury-hotels-in-bali,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-bali,themed-list,bali,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bali-for-solo-female-travelers,themed-list,bali,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bali-bucket-list,themed-list,bali,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-bali,themed-list,bali,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-bali,themed-list,bali,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-hong-kong,things-to-do,hong-kong,,redirect,/top-attractions-in-hong-kong,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-hong-kong,themed-list,hong-kong,family,redirect,/family-hotels-in-hong-kong,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-hong-kong,themed-list,hong-kong,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-hong-kong,themed-list,hong-kong,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-hong-kong,themed-list,hong-kong,honeymoon,redirect,/luxury-hotels-in-hong-kong,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-hong-kong,themed-list,hong-kong,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-hong-kong,themed-list,hong-kong,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-hong-kong,themed-list,hong-kong,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-hong-kong,themed-list,hong-kong,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-hong-kong,themed-list,hong-kong,spring,redirect,/best-time-to-visit-hong-kong,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-hong-kong,themed-list,hong-kong,summer,redirect,/best-time-to-visit-hong-kong,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-hong-kong,themed-list,hong-kong,fall,redirect,/best-time-to-visit-hong-kong,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-hong-kong,themed-list,hong-kong,winter,redirect,/best-time-to-visit-hong-kong,200,(removed from sitemap: 308),redirect (shipped)
/hong-kong-with-kids,themed-list,hong-kong,with-kids,redirect,/family-hotels-in-hong-kong,200,(removed from sitemap: 308),redirect (shipped)
/hong-kong-with-teens,themed-list,hong-kong,with-teens,redirect,/family-hotels-in-hong-kong,200,(removed from sitemap: 308),redirect (shipped)
/hong-kong-airport-guide,themed-list,hong-kong,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hong-kong-budget-per-day,themed-list,hong-kong,budget-per-day,redirect,/cheap-hotels-in-hong-kong,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-hong-kong,themed-list,hong-kong,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-hong-kong,themed-list,hong-kong,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-hong-kong,weekend,hong-kong,,redirect,/destinations/hong-kong,200,(removed from sitemap: 308),redirect (shipped)
/hong-kong-2-day-itinerary,itinerary,hong-kong,,redirect,/destinations/hong-kong,200,(removed from sitemap: 308),redirect (shipped)
/hong-kong-3-day-itinerary,itinerary,hong-kong,,redirect,/destinations/hong-kong,200,(removed from sitemap: 308),redirect (shipped)
/hong-kong-4-day-itinerary,itinerary,hong-kong,,redirect,/destinations/hong-kong,200,(removed from sitemap: 308),redirect (shipped)
/hong-kong-5-day-itinerary,itinerary,hong-kong,,redirect,/destinations/hong-kong,200,(removed from sitemap: 308),redirect (shipped)
/hong-kong-7-day-itinerary,itinerary,hong-kong,,redirect,/destinations/hong-kong,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-hong-kong,themed-list,hong-kong,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-hong-kong-worth-visiting,themed-list,hong-kong,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-hong-kong,themed-list,hong-kong,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-hong-kong,themed-list,hong-kong,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-hong-kong,themed-list,hong-kong,luxury,redirect,/luxury-hotels-in-hong-kong,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-hong-kong,themed-list,hong-kong,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hong-kong-for-solo-female-travelers,themed-list,hong-kong,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hong-kong-bucket-list,themed-list,hong-kong,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-hong-kong,themed-list,hong-kong,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
